ID,id_ubi,CO2,Temperature,Humidity,Timestamp
229,21,111.0,28.9,59.5,7.08
230,21,110.0,28.9,59.0,9.1
231,21,110.0,28.9,59.0,11.12
232,21,112.0,28.9,59.2,13.14
233,21,110.0,28.9,59.2,15.15
234,21,111.0,29.0,59.2,17.17
235,21,110.0,29.0,59.2,19.18
236,21,110.0,28.9,59.4,21.2
237,21,110.0,28.9,59.4,23.22
238,21,110.0,29.1,59.3,25.24
239,21,112.0,29.1,59.3,27.25
240,21,110.0,29.0,59.3,29.27
241,21,110.0,29.0,59.3,31.29
242,21,111.0,29.0,59.3,33.3
243,21,111.0,29.0,59.3,35.32
244,22,111.0,28.0,60.7,1.04
245,22,109.0,28.0,60.7,3.05
246,22,110.0,28.8,59.4,5.07
247,22,110.0,28.8,59.4,7.08
248,22,111.0,29.1,59.5,9.1
249,22,111.0,29.1,59.5,11.12
250,22,110.0,29.0,59.4,13.14
251,22,110.0,29.0,59.4,15.15
252,22,110.0,28.9,59.4,17.17
253,22,109.0,28.9,59.4,19.18
254,22,111.0,29.0,59.4,21.2
255,22,111.0,29.0,59.4,23.22
256,22,109.0,29.0,59.5,25.24
257,22,110.0,29.0,59.5,27.25
258,22,109.0,29.0,59.4,29.27
259,22,110.0,29.0,59.4,31.29
260,22,110.0,29.0,59.4,33.3
261,22,111.0,29.0,59.4,35.32
262,22,109.0,29.0,59.4,37.34
263,22,110.0,29.0,59.4,39.35
264,23,109.0,28.4,60.0,1.04
265,23,111.0,28.4,60.0,3.05
266,23,110.0,28.9,59.6,5.07
267,23,109.0,28.9,59.6,7.08
268,23,109.0,28.9,59.2,9.1
269,23,111.0,28.9,59.2,11.12
270,23,110.0,28.9,59.2,13.14
271,23,108.0,28.9,59.2,15.15
272,23,109.0,28.9,59.6,17.17
273,23,109.0,28.9,59.6,19.18
274,23,111.0,28.9,59.2,21.2
275,23,109.0,28.9,59.2,23.22
276,23,109.0,28.9,59.2,25.24
277,23,109.0,28.9,59.2,27.25
278,23,110.0,28.9,59.3,29.27
279,23,110.0,28.9,59.3,31.28
280,23,111.0,28.9,59.4,33.3
281,23,110.0,28.9,59.4,35.32
282,23,110.0,28.9,59.4,37.34
283,23,110.0,28.9,59.4,39.35
284,23,111.0,28.9,59.3,41.37
285,23,111.0,28.9,59.3,43.38
286,23,110.0,28.9,59.3,45.4
287,23,110.0,28.9,59.3,47.42
288,23,109.0,29.0,59.2,49.44
289,23,109.0,29.0,59.2,51.45
290,23,109.0,28.9,59.2,53.47
291,23,109.0,28.9,59.2,55.48
292,23,110.0,28.9,59.3,57.5
293,23,109.0,28.9,59.3,59.52
294,24,109.0,28.1,60.2,1.04
295,24,110.0,28.1,60.2,3.05
296,24,109.0,28.8,59.2,5.07
297,24,110.0,28.8,59.2,7.08
298,24,109.0,28.8,59.2,9.1
299,24,110.0,28.8,59.2,11.12
300,24,110.0,28.9,59.2,13.14
301,25,111.0,27.9,60.5,1.04
302,25,111.0,27.9,60.5,3.05
303,25,109.0,28.7,59.7,5.07
304,25,110.0,28.7,59.7,7.08
305,25,109.0,28.9,59.5,9.1
306,25,109.0,28.9,59.5,11.12
307,25,109.0,29.0,59.6,13.14
308,25,110.0,29.0,59.6,15.15
309,25,110.0,28.9,59.2,17.17
310,25,109.0,28.9,59.2,19.18
311,25,111.0,28.9,59.5,21.2
312,25,111.0,28.9,59.5,23.22
313,25,109.0,29.0,59.2,25.24
314,25,109.0,29.0,59.2,27.25
315,25,111.0,28.9,59.3,29.27
316,25,110.0,28.9,59.3,31.29
317,25,112.0,29.0,59.2,33.3
318,25,111.0,29.0,59.2,35.32
319,25,109.0,29.0,59.2,37.34
320,25,111.0,29.0,59.2,39.35
321,25,110.0,28.9,59.2,41.37
322,25,109.0,28.9,59.2,43.38
323,25,109.0,28.9,59.7,45.41
324,25,110.0,28.9,59.7,47.42
325,25,110.0,29.0,59.3,49.44
326,25,111.0,29.0,59.3,51.45
327,26,109.0,27.9,61.0,1.04
328,26,110.0,27.9,61.0,3.05
329,26,111.0,29.0,59.4,5.07
330,26,109.0,29.0,59.4,7.08
331,26,109.0,29.1,59.4,9.1
332,26,110.0,29.1,59.4,11.12
333,26,110.0,29.1,59.6,13.14
334,26,108.0,29.1,59.6,15.15
335,26,109.0,29.1,59.4,17.17
336,26,110.0,29.1,59.4,19.18
337,26,111.0,29.0,59.5,21.2
338,26,111.0,29.0,59.5,23.22
339,26,110.0,29.1,59.6,25.24
340,26,109.0,29.1,59.6,27.25
341,26,110.0,29.0,59.6,29.27
342,26,109.0,29.0,59.6,31.29
343,26,110.0,29.1,59.5,33.3
344,27,111.0,28.1,60.7,1.04
345,27,111.0,28.1,60.7,3.05
346,27,110.0,29.0,59.4,5.07
347,27,111.0,29.0,59.4,7.08
348,27,109.0,29.0,59.4,9.1
349,27,111.0,29.0,59.4,11.12
350,27,111.0,28.9,59.5,13.14
351,27,109.0,28.9,59.5,15.15
352,27,110.0,29.0,59.5,17.17
353,27,111.0,29.0,59.5,19.18
354,27,111.0,29.1,59.5,21.2
355,27,108.0,29.1,59.5,23.22
356,28,111.0,28.4,60.5,1.04
357,28,109.0,28.4,60.5,3.05
358,28,109.0,29.1,59.5,5.07
359,28,108.0,29.1,59.5,7.08
360,28,109.0,29.0,59.6,9.1
361,28,109.0,29.0,59.6,11.12
362,28,110.0,29.1,59.7,13.14
363,28,111.0,29.1,59.7,15.15
364,28,110.0,29.1,59.6,17.17
365,28,109.0,29.1,59.6,19.18
366,28,108.0,29.0,59.6,21.2
367,28,109.0,29.0,59.6,23.22
368,28,109.0,29.1,59.6,25.24
369,28,110.0,29.1,59.6,27.25
370,28,110.0,29.2,59.7,29.27
371,29,108.0,28.1,59.8,1.04
372,29,109.0,28.1,59.8,3.05
373,29,107.0,29.3,58.0,5.07
374,29,110.0,29.3,58.0,7.08
375,29,109.0,29.3,58.1,9.1
376,29,110.0,29.3,58.1,11.12
377,29,109.0,29.2,58.2,13.14
378,30,109.0,28.2,59.9,1.04
379,30,109.0,28.2,59.9,3.05
380,30,110.0,29.2,59.7,5.07
381,30,107.0,29.2,59.7,7.08
382,30,108.0,29.0,58.4,9.1
383,30,110.0,29.0,58.4,11.12
384,30,110.0,29.2,58.8,13.14
385,30,109.0,29.2,58.8,15.15
386,30,109.0,29.2,59.3,17.17
387,30,108.0,29.2,59.3,19.18
388,30,108.0,29.2,58.1,21.2
389,30,107.0,29.2,58.1,23.22
390,30,109.0,29.2,58.6,25.24
391,30,111.0,29.2,58.6,27.25
392,30,109.0,29.2,59.5,29.27
393,30,109.0,29.2,59.5,31.29
394,31,108.0,28.8,59.0,1.04
395,31,107.0,28.8,59.0,3.05
396,31,109.0,28.9,58.4,5.07
397,31,108.0,28.9,58.4,7.08
398,31,108.0,28.9,58.4,9.1
399,31,109.0,28.9,58.4,11.12
400,31,109.0,28.9,58.9,13.14
401,31,109.0,28.9,58.9,15.15
402,31,109.0,29.0,59.0,17.17
403,31,109.0,29.0,59.0,19.18
404,31,108.0,28.8,59.3,21.2
405,31,108.0,28.8,59.3,23.22
406,31,109.0,28.9,59.3,25.24
407,31,109.0,28.9,59.3,27.25
408,31,109.0,28.8,59.6,29.27
409,31,109.0,28.8,59.6,31.28
410,31,108.0,28.8,59.6,33.3
411,31,108.0,28.8,59.6,35.32
412,31,110.0,28.8,59.3,37.34
413,31,110.0,28.8,59.3,39.35
414,31,109.0,29.0,58.4,41.37
415,31,109.0,29.0,58.4,43.38
416,31,109.0,28.9,58.9,45.4
417,31,110.0,28.9,58.9,47.42
418,31,108.0,28.8,59.6,49.44
419,31,109.0,28.8,59.6,51.45
420,31,109.0,28.9,59.7,53.47
421,31,109.0,28.9,59.7,55.48
422,31,111.0,28.8,58.9,57.5
423,31,109.0,28.8,58.9,59.52
424,32,111.0,28.3,59.8,1.04
425,32,111.0,28.3,59.8,3.05
426,32,110.0,28.7,59.7,5.07
427,32,109.0,28.7,59.7,7.08
428,32,111.0,28.7,59.2,9.1
429,32,111.0,28.7,59.2,11.12
430,32,111.0,28.7,59.2,13.14
431,32,111.0,28.7,59.2,15.15
432,32,111.0,28.6,58.9,17.17
433,32,109.0,28.6,58.9,19.18
434,32,111.0,28.8,58.8,21.2
435,32,110.0,28.8,58.8,23.22
436,32,110.0,28.7,59.7,25.24
437,32,111.0,28.7,59.7,27.25
438,32,109.0,28.8,59.8,29.27
439,32,109.0,28.8,59.8,31.29
440,32,111.0,28.7,59.7,33.3
441,32,110.0,28.7,59.7,35.32
442,32,110.0,28.7,59.3,37.34
443,32,108.0,28.7,59.3,39.35
444,32,110.0,28.7,59.7,41.37
445,32,111.0,28.7,59.7,43.39
446,32,109.0,28.7,59.5,45.41
447,32,110.0,28.7,59.5,47.42
448,32,111.0,28.7,59.6,49.44
449,32,109.0,28.7,59.6,51.45
450,32,110.0,28.7,59.5,53.47
451,32,110.0,28.7,59.5,55.49
452,32,111.0,28.6,59.6,57.51
453,32,110.0,28.6,59.6,59.52
454,33,110.0,28.1,59.5,1.04
455,33,110.0,28.1,59.5,3.05
456,33,112.0,28.7,58.5,5.07
457,33,109.0,28.7,58.5,7.08
458,33,111.0,28.8,58.9,9.1
459,33,110.0,28.8,58.9,11.12
460,33,111.0,28.8,58.4,13.14
461,33,111.0,28.8,58.4,15.15
462,33,110.0,28.8,59.0,17.17
463,33,111.0,28.8,59.0,19.18
464,33,112.0,28.8,59.1,21.2
465,33,112.0,28.8,59.1,23.22
466,33,111.0,28.9,58.4,25.24
467,33,110.0,28.9,58.4,27.25
468,33,111.0,28.8,58.9,29.27
469,33,111.0,28.8,58.9,31.28
470,33,110.0,28.9,59.4,33.3
471,33,110.0,28.9,59.4,35.32
472,33,110.0,28.9,59.8,37.34
473,33,110.0,28.9,59.8,39.35
474,33,110.0,28.8,58.4,41.37
475,33,111.0,28.8,58.4,43.38
476,33,111.0,28.8,59.3,45.4
477,33,110.0,28.8,59.3,47.42
478,33,110.0,28.8,59.3,49.44
479,33,110.0,28.8,59.3,51.45
480,33,111.0,28.8,59.1,53.47
481,33,112.0,28.8,59.1,55.48
482,33,111.0,28.7,58.8,57.5
483,33,110.0,28.7,58.8,59.52
484,34,110.0,28.1,59.4,1.04
485,34,110.0,28.1,59.4,3.05
486,34,112.0,28.7,59.2,5.07
487,34,108.0,28.7,59.2,7.08
488,34,111.0,28.9,58.6,9.1
489,34,111.0,28.9,58.6,11.12
490,34,111.0,29.0,58.1,13.14
491,34,111.0,29.0,58.1,15.15
492,34,111.0,28.9,58.1,17.17
493,34,110.0,28.9,58.1,19.18
494,34,109.0,28.9,58.1,21.2
495,35,109.0,28.2,59.7,1.04
496,35,110.0,28.2,59.7,3.05
497,35,110.0,28.7,59.2,5.07
498,35,110.0,28.7,59.2,7.08
499,35,111.0,28.7,59.8,9.1
500,35,110.0,28.7,59.8,11.12
501,35,111.0,28.7,59.6,13.14
502,35,111.0,28.7,59.6,15.15
503,35,109.0,28.7,59.3,17.17
504,35,111.0,28.7,59.3,19.18
505,35,110.0,28.8,59.2,21.2
506,36,111.0,28.2,59.9,1.04
507,36,111.0,28.2,59.9,3.05
508,36,111.0,28.9,59.6,5.07
509,36,111.0,28.9,59.6,7.08
510,36,110.0,28.7,59.8,9.1
511,36,109.0,28.7,59.8,11.12
512,36,112.0,28.8,59.6,13.14
513,36,109.0,28.8,59.6,15.15
514,36,111.0,28.9,59.7,17.17
515,36,111.0,28.9,59.7,19.18
516,36,110.0,28.9,59.7,21.2
517,36,111.0,28.9,59.7,23.22
518,36,110.0,28.9,58.4,25.24
519,36,111.0,28.9,58.4,27.25
520,36,110.0,28.8,59.1,29.27
521,36,111.0,28.8,59.1,31.29
522,36,110.0,28.9,58.4,33.3
523,36,111.0,28.9,58.4,35.32
524,36,112.0,29.0,58.5,37.34
525,36,109.0,29.0,58.5,39.35
526,36,112.0,29.0,58.9,41.37
527,36,110.0,29.0,58.9,43.38
528,36,111.0,28.9,58.0,45.41
529,36,111.0,28.9,58.0,47.42
530,36,110.0,28.9,58.1,49.44
531,36,109.0,28.9,58.1,51.45
532,36,111.0,29.0,58.1,53.47
533,36,111.0,29.0,58.1,55.48
534,36,111.0,28.9,58.1,57.5
535,36,110.0,28.9,58.1,59.52
536,37,114.0,28.5,59.6,1.04
537,37,115.0,28.5,59.6,3.05
538,37,115.0,29.0,58.3,5.07
539,37,114.0,29.0,58.3,7.08
540,38,114.0,28.2,58.8,1.04
541,38,113.0,28.2,58.8,3.05
542,38,114.0,28.8,58.1,5.07
543,38,113.0,28.8,58.1,7.08
544,39,113.0,28.2,60.2,1.04
545,39,112.0,28.2,60.2,3.05
546,39,112.0,28.8,59.4,5.07
547,39,111.0,28.8,59.4,7.08
548,39,112.0,28.9,58.8,9.1
549,39,112.0,28.9,58.8,11.12
550,40,111.0,28.0,60.1,1.04
551,40,110.0,28.0,60.1,3.05
552,40,110.0,28.7,59.6,5.07
553,40,112.0,28.7,59.6,7.08
554,41,110.0,28.2,59.7,1.04
555,41,113.0,28.2,59.7,3.05
556,41,112.0,28.7,59.4,5.07
557,41,110.0,28.7,59.4,7.08
558,41,111.0,28.8,59.4,9.1
559,42,112.0,28.2,60.5,1.04
560,42,110.0,28.2,60.5,3.05
561,42,111.0,28.7,59.2,5.07
562,43,111.0,27.8,60.7,1.04
563,43,113.0,27.8,60.7,3.05
564,43,113.0,28.6,59.6,5.07
565,44,109.0,28.1,60.9,1.04
566,44,108.0,28.1,60.9,3.05
567,44,109.0,28.6,60.6,5.07
568,44,109.0,28.6,60.6,7.08
569,44,109.0,28.7,60.6,9.1
570,44,108.0,28.7,60.6,11.12
571,44,107.0,28.7,60.3,13.14
572,44,109.0,28.7,60.3,15.15
573,44,107.0,28.7,60.7,17.17
574,44,108.0,28.7,60.7,19.18
575,44,108.0,28.8,60.6,21.2
576,44,108.0,28.8,60.6,23.22
577,44,109.0,28.7,60.6,25.24
578,45,113.0,28.1,60.7,1.04
579,45,113.0,28.1,60.7,3.05
580,45,111.0,-273.0,60.7,5.07
581,45,112.0,28.1,60.7,7.08
582,45,112.0,27.6,61.1,9.1
583,45,113.0,27.6,61.1,11.12
584,45,112.0,28.4,60.6,13.13
585,45,111.0,28.4,60.6,15.15
586,46,110.0,27.9,61.7,1.04
587,46,110.0,27.9,61.7,3.05
588,46,113.0,28.4,60.2,5.07
589,46,111.0,28.4,60.2,7.08
590,46,112.0,28.2,60.7,9.1
591,46,111.0,28.2,60.7,11.12
592,46,112.0,28.3,60.2,13.14
593,46,112.0,28.3,60.2,15.15
594,46,112.0,28.4,60.6,17.17
595,46,112.0,28.4,60.6,19.18
596,46,111.0,28.4,60.1,21.2
597,46,112.0,28.4,60.1,23.22
598,46,112.0,28.3,60.5,25.24
599,46,113.0,28.3,60.5,27.25
600,46,113.0,28.4,60.6,29.27
601,46,113.0,28.4,60.6,31.29
602,46,112.0,28.5,60.1,33.3
603,46,111.0,28.5,60.1,35.32
604,46,111.0,28.4,60.9,37.34
605,46,112.0,28.4,60.9,39.35
606,46,113.0,28.4,60.5,41.37
607,46,113.0,28.4,60.5,43.38
608,46,112.0,28.3,61.3,45.41
609,46,112.0,28.3,61.3,47.42
610,46,113.0,28.3,60.4,49.44
611,46,113.0,28.3,60.4,51.45
612,46,115.0,28.3,60.9,53.47
613,46,115.0,28.3,60.9,55.49
614,46,114.0,28.4,62.4,57.51
615,46,112.0,28.4,62.4,59.52
616,47,113.0,27.2,62.9,1.04
617,47,115.0,27.2,62.9,3.05
618,47,113.0,28.3,61.2,5.07
619,47,122.0,28.3,61.2,7.08
620,47,124.0,28.4,62.1,9.1
621,47,126.0,28.4,62.1,11.12
622,47,127.0,28.6,65.7,13.14
623,47,126.0,28.6,65.7,15.15
624,47,127.0,28.6,67.6,17.17
625,47,122.0,28.6,67.6,19.18
626,47,124.0,28.7,67.8,21.2
627,47,123.0,28.7,67.8,23.22
628,47,123.0,28.8,67.7,25.24
629,47,124.0,28.8,67.7,27.25
630,47,126.0,28.7,67.1,29.27
631,47,125.0,28.7,67.1,31.29
632,47,125.0,28.7,66.5,33.3
633,47,126.0,28.7,66.5,35.32
634,47,124.0,28.6,66.5,37.34
635,47,126.0,28.6,66.5,39.35
636,47,127.0,28.5,67.4,41.37
637,47,126.0,28.5,67.4,43.38
638,47,127.0,28.7,65.4,45.41
639,47,126.0,28.7,65.4,47.42
640,47,127.0,28.8,64.1,49.44
641,47,126.0,28.8,64.1,51.45
642,47,128.0,29.0,64.4,53.47
643,47,128.0,29.0,64.4,55.48
644,47,128.0,28.3,64.5,57.51
645,47,129.0,28.3,64.5,59.52
